市区町村コード,市区町村,寄付額,控除額,寄付－控除額
33204,岡山県 玉野市,332379,49344,283035
33205,岡山県 笠岡市,509003,37362,471641
33207,岡山県 井原市,30970,28226,2744
33208,岡山県 総社市,557897,61192,496705
33209,岡山県 高梁市,166508,11825,154683
33210,岡山県 新見市,39285,8299,30986
33211,岡山県 備前市,264231,25041,239190
33212,岡山県 瀬戸内市,525250,31636,493614
33213,岡山県 赤磐市,303786,34575,269211
33214,岡山県 真庭市,184779,24418,160361
33215,岡山県 美作市,115826,9859,105967
33216,岡山県 浅口市,98533,25206,73327
33346,岡山県 和気郡 和気町,121359,6146,115213
33423,岡山県 都窪郡 早島町,8995,15764,-6769
33445,岡山県 浅口郡 里庄町,72932,11184,61748
33461,岡山県 小田郡 矢掛町,19353,7255,12098
33586,岡山県 真庭郡 新庄村,17280,453,16827
33606,岡山県 苫田郡 鏡野町,19149,9257,9892
33622,岡山県 勝田郡 勝央町,35186,5931,29255
33623,岡山県 勝田郡 奈義町,13164,2283,10881
33643,岡山県 英田郡 西粟倉村,142496,677,141819
33663,岡山県 久米郡 久米南町,36363,2090,34273
33666,岡山県 久米郡 美咲町,92793,5270,87523
33681,岡山県 加賀郡 吉備中央町,1086241,6514,1079727
34100,広島県 広島市,113780,3269843,-3156063
34202,広島県 呉市,520075,218513,301562
34203,広島県 竹原市,63477,16450,47027
34204,広島県 三原市,87411,84180,3231
34205,広島県 尾道市,327932,140214,187718
34207,広島県 福山市,159034,863493,-704459
34208,広島県 府中市,72286,28994,43292
34209,広島県 三次市,88352,30606,57746
34210,広島県 庄原市,34657,15427,19230
34211,広島県 大竹市,287658,29974,257684
34212,広島県 東広島市,114578,283241,-168663
34213,広島県 廿日市市,206013,142309,63704
34214,広島県 安芸高田市,183470,10038,173432
34215,広島県 江田島市,29932,10409,19523
34302,広島県 安芸郡 府中町,3130,110413,-107283
34304,広島県 安芸郡 海田町,8847,37535,-28688
34307,広島県 安芸郡 熊野町,55775,13998,41777
34309,広島県 安芸郡 坂町,2655,12927,-10272
34368,広島県 山県郡 安芸太田町,109947,1353,108594
34369,広島県 山県郡 北広島町,38806,8194,30612
34431,広島県 豊田郡 大崎上島町,44469,3214,41255
34462,広島県 世羅郡 世羅町,75377,9743,65634
34545,広島県 神石郡 神石高原町,1155478,1584,1153894
35201,山口県 下関市,523118,244597,278521
35202,山口県 宇部市,72454,229042,-156588
35203,山口県 山口市,450040,255774,194266
35204,山口県 萩市,146640,21984,124656
35206,山口県 防府市,34820,114598,-79778
35207,山口県 下松市,9708,69500,-59792
35208,山口県 岩国市,119502,133726,-14224
35210,山口県 光市,32257,53072,-20815
35211,山口県 長門市,211392,25866,185526
35212,山口県 柳井市,97218,22305,74913
35213,山口県 美祢市,28197,6900,21297
35215,山口県 周南市,81414,189924,-108510
35216,山口県 山陽小野田市,164686,53208,111478
35305,山口県 大島郡 周防大島町,29990,4337,25653
35321,山口県 玖珂郡 和木町,68335,6428,61907
35341,山口県 熊毛郡 上関町,30076,678,29398
35343,山口県 熊毛郡 田布施町,56068,9723,46345
35344,山口県 熊毛郡 平生町,36329,7752,28577
35502,山口県 阿武郡 阿武町,6108,290,5818
36201,徳島県 徳島市,213183,410900,-197717
36202,徳島県 鳴門市,339128,53812,285316
36203,徳島県 小松島市,51581,31910,19671
36204,徳島県 阿南市,38385,60744,-22359
36205,徳島県 吉野川市,46445,31799,14646
36206,徳島県 阿波市,70872,18378,52494
36207,徳島県 美馬市,18866,11750,7116
36208,徳島県 三好市,36592,11039,25553
36301,徳島県 勝浦郡 勝浦町,720,2100,-1380
36302,徳島県 勝浦郡 上勝町,15935,331,15604
36321,徳島県 名東郡 佐那河内村,142651,461,142190
36341,徳島県 名西郡 石井町,47040,19351,27689
36342,徳島県 名西郡 神山町,72603,771,71832
36368,徳島県 那賀郡 那賀町,85468,5059,80409
36383,徳島県 海部郡 牟岐町,6940,1639,5301
36387,徳島県 海部郡 美波町,11533,2833,8700
36388,徳島県 海部郡 海陽町,97802,2260,95542
36401,徳島県 板野郡 松茂町,63927,19205,44722
36402,徳島県 板野郡 北島町,19769,35532,-15763
36403,徳島県 板野郡 藍住町,30158,41980,-11822
36404,徳島県 板野郡 板野町,13238,12289,949
36405,徳島県 板野郡 上板町,16200,6855,9345
36468,徳島県 美馬郡 つるぎ町,11854,1561,10293
36489,徳島県 三好郡 東みよし町,3260,6220,-2960
37201,香川県 高松市,621669,786100,-164431
37202,香川県 丸亀市,114970,127828,-12858
37203,香川県 坂出市,368546,62348,306198
37204,香川県 善通寺市,196345,25875,170470
37205,香川県 観音寺市,839998,53501,786497
37206,香川県 さぬき市,87364,33308,54056
37207,香川県 東かがわ市,792236,27966,764270
37208,香川県 三豊市,765016,45755,719261
37322,香川県 小豆郡 土庄町,202372,5696,196676
37324,香川県 小豆郡 小豆島町,592484,6043,586441
37341,香川県 木田郡 三木町,621288,29664,591624
37364,香川県 香川郡 直島町,60996,2782,58214
37386,香川県 綾歌郡 宇多津町,41559,36325,5234
37387,香川県 綾歌郡 綾川町,69830,16737,53093
37403,香川県 仲多度郡 琴平町,68471,5494,62977
37404,香川県 仲多度郡 多度津町,289797,17497,272300
37406,香川県 仲多度郡 まんのう町,39028,8820,30208
38201,愛媛県 松山市,437899,678248,-240349
38202,愛媛県 今治市,844946,137919,707027
38203,愛媛県 宇和島市,305088,45396,259692
38204,愛媛県 八幡浜市,1150653,25523,1125130
38205,愛媛県 新居浜市,500554,133411,367143
38206,愛媛県 西条市,764896,81300,683596
38207,愛媛県 大洲市,238028,19481,218547
38210,愛媛県 伊予市,59712,26001,33711
38213,愛媛県 四国中央市,209665,69955,139710
38214,愛媛県 西予市,263931,69955,193976
38215,愛媛県 東温市,6302,44960,-38658
38356,愛媛県 越智郡 上島町,14420,2169,12251
38386,愛媛県 上浮穴郡 久万高原町,9201,1979,7222
38401,愛媛県 伊予郡 松前町,15163,24815,-9652
38402,愛媛県 伊予郡 砥部町,59108,14357,44751
38422,愛媛県 喜多郡 内子町,12835,6817,6018
38442,愛媛県 西宇和郡 伊方町,8900,2879,6021
38484,愛媛県 北宇和郡 松野町,7727,719,7008
38488,愛媛県 北宇和郡 鬼北町,61312,3185,58127
38506,愛媛県 南宇和郡 愛南町,203301,7857,195444
39201,高知県 高知市,393987,387231,6756
39202,高知県 室戸市,1545914,3159,1542755
39203,高知県 安芸市,154675,6522,148153
39204,高知県 南国市,412953,39195,373758
39205,高知県 土佐市,286918,6553,280365
39206,高知県 須崎市,2146202,9696,2136506
39208,高知県 宿毛市,568271,10671,557600
39209,高知県 土佐清水市,231318,2586,228732
39210,高知県 四万十市,430258,15337,414921
39211,高知県 香南市,479912,20276,459636
39212,高知県 香美市,203118,14515,188603
39301,高知県 安芸郡 東洋町,96542,845,95697
39302,高知県 安芸郡 奈半利町,18666,690,17976
39303,高知県 安芸郡 田野町,324529,1064,323465
39304,高知県 安芸郡 安田町,87261,783,86478
39305,高知県 安芸郡 北川村,59975,373,59602
39306,高知県 安芸郡 馬路村,154194,271,153923
39307,高知県 安芸郡 芸西村,1984501,805,1983696
39341,高知県 長岡郡 本山町,12243,1732,10511
39344,高知県 長岡郡 大豊町,2940,339,2601
39363,高知県 土佐郡 土佐町,98180,1013,97167
39364,高知県 土佐郡 大川村,20763,32,20731
39386,高知県 吾川郡 いの町,185120,11619,173501
39387,高知県 吾川郡 仁淀川町,24098,2370,21728
39401,高知県 高岡郡 中土佐町,92780,1690,91090
39402,高知県 高岡郡 佐川町,237591,4995,232596
39403,高知県 高岡郡 越知町,151725,1199,150526
39405,高知県 高岡郡 梼原町,10311,1036,9275
39410,高知県 高岡郡 日高村,102404,688,101716
39411,高知県 高岡郡 津野町,22880,759,22121
39412,高知県 高岡郡 四万十町,1466951,7094,1459857
39424,高知県 幡多郡 大月町,438037,833,437204
39427,高知県 幡多郡 三原村,6221,193,6028
39428,高知県 幡多郡 黒潮町,1075676,1434,1074242
40100,福岡県 北九州市,1200666,1746817,-546151
40130,福岡県 福岡市,132569,5354217,-5221648
40202,福岡県 大牟田市,204049,77285,126764
40203,福岡県 久留米市,2347724,489270,1858454
40204,福岡県 直方市,106211,43034,63177
40205,福岡県 飯塚市,4376539,126466,4250073
40206,福岡県 田川市,183849,26497,157352
40207,福岡県 柳川市,456869,41868,415001
40210,福岡県 八女市,868144,33669,834475
40211,福岡県 筑後市,294165,44791,249374
40212,福岡県 大川市,978943,23897,955046
40213,福岡県 行橋市,215516,68181,147335
40214,福岡県 豊前市,175159,14464,160695
40215,福岡県 中間市,1262964,26237,1236727
40216,福岡県 小郡市,685903,89147,596756
40217,福岡県 筑紫野市,211212,163963,47249
40218,福岡県 春日市,530198,211674,318524
40219,福岡県 大野城市,543325,196590,346735
40220,福岡県 宗像市,1523776,134623,1389153
40221,福岡県 太宰府市,427528,96791,330737
40223,福岡県 古賀市,750645,72132,678513
40224,福岡県 福津市,438224,96969,341255
40225,福岡県 うきは市,426125,12539,413586
40226,福岡県 宮若市,151685,13898,137787
40227,福岡県 嘉麻市,262154,12893,249261
40228,福岡県 朝倉市,2264713,29090,2235623
40229,福岡県 みやま市,466344,19128,447216
40230,福岡県 糸島市,1133850,120868,1012982
40231,福岡県 那珂川市,166376,48053,118323
40341,福岡県 糟屋郡 宇美町,680505,27527,652978
40342,福岡県 糟屋郡 篠栗町,105501,31021,74480
40343,福岡県 糟屋郡 志免町,796713,65493,731220
40344,福岡県 糟屋郡 須恵町,875646,24216,851430
40345,福岡県 糟屋郡 新宮町,3901279,80082,3821197
40348,福岡県 糟屋郡 久山町,263175,10273,252902
40349,福岡県 糟屋郡 粕屋町,207730,74113,133617
40381,福岡県 遠賀郡 芦屋町,27885,11253,16632
40382,福岡県 遠賀郡 水巻町,46890,19123,27767
40383,福岡県 遠賀郡 岡垣町,116229,31076,85153
40384,福岡県 遠賀郡 遠賀町,72385,14062,58323
40401,福岡県 鞍手郡 小竹町,38328,3314,35014
40402,福岡県 鞍手郡 鞍手町,55054,7483,47571
40421,福岡県 嘉穂郡 桂川町,111269,7491,103778
40447,福岡県 朝倉郡 筑前町,197177,17954,179223
40448,福岡県 朝倉郡 東峰村,102849,1410,101439
40503,福岡県 三井郡 大刀洗町,1229805,8831,1220974
40522,福岡県 三潴郡 大木町,592835,12511,580324
40544,福岡県 八女郡 広川町,188953,14335,174618
40601,福岡県 田川郡 香春町,11880,4290,7590
40602,福岡県 田川郡 添田町,29004,2409,26595
40604,福岡県 田川郡 糸田町,16742,2943,13799
40605,福岡県 田川郡 川崎町,733890,5010,728880
40608,福岡県 田川郡 大任町,319080,1296,317784
40609,福岡県 田川郡 赤村,188387,921,187466
40610,福岡県 田川郡 福智町,2221824,9247,2212577
40621,福岡県 京都郡 苅田町,15934,34544,-18610
40625,福岡県 京都郡 みやこ町,62076,8451,53625
40642,福岡県 築上郡 吉富町,20423,5407,15016
40646,福岡県 築上郡 上毛町,352227,3505,348722
40647,福岡県 築上郡 築上町,76490,11496,64994
41201,佐賀県 佐賀市,1610793,346315,1264478
41202,佐賀県 唐津市,4407401,91440,4315961
41203,佐賀県 鳥栖市,603164,101860,501304
41204,佐賀県 多久市,855115,8189,846926
41205,佐賀県 伊万里市,2034924,43512,1991412
41206,佐賀県 武雄市,1346100,34171,1311929
41207,佐賀県 鹿島市,710654,13299,697355
41208,佐賀県 小城市,1373045,30017,1343028
41209,佐賀県 嬉野市,3256205,17191,3239014
41210,佐賀県 神埼市,1872162,21364,1850798
41327,佐賀県 神埼郡 吉野ヶ里町,713361,14178,699183
41341,佐賀県 三養基郡 基山町,1196675,17008,1179667
41345,佐賀県 三養基郡 上峰町,4442243,9263,4432980
41346,佐賀県 三養基郡 みやき町,2340531,21827,2318704
41387,佐賀県 東松浦郡 玄海町,1658778,1864,1656914
41401,佐賀県 西松浦郡 有田町,1227002,9957,1217045
41423,佐賀県 杵島郡 大町町,789079,3264,785815
41424,佐賀県 杵島郡 江北町,313154,7656,305498
41425,佐賀県 杵島郡 白石町,609476,9444,600032
41441,佐賀県 藤津郡 太良町,1178352,3090,1175262
42201,長崎県 長崎市,946355,530395,415960
42202,長崎県 佐世保市,2089947,213167,1876780
42203,長崎県 島原市,816386,27056,789330
42204,長崎県 諫早市,209437,106550,102887
42205,長崎県 大村市,261455,103729,157726
42207,長崎県 平戸市,641856,7268,634588
42208,長崎県 松浦市,956962,7396,949566
42209,長崎県 対馬市,261656,24042,237614
42210,長崎県 壱岐市,308686,8650,300036
42211,長崎県 五島市,279732,17218,262514
42212,長崎県 西海市,479933,5991,473942
42213,長崎県 雲仙市,249645,12564,237081
42214,長崎県 南島原市,669727,14747,654980
42307,長崎県 西彼杵郡 長与町,96250,66677,29573
42308,長崎県 西彼杵郡 時津町,312230,28325,283905
42321,長崎県 東彼杵郡 東彼杵町,345669,3280,342389
42322,長崎県 東彼杵郡 川棚町,51333,5275,46058
42323,長崎県 東彼杵郡 波佐見町,1763954,6050,1757904
42383,長崎県 北松浦郡 小値賀町,48076,800,47276
42391,長崎県 北松浦郡 佐々町,8990,8371,619
42411,長崎県 南松浦郡 新上五島町,62242,6632,55610
43100,熊本県 熊本市,471605,1402053,-930448
43202,熊本県 八代市,1258663,70388,1188275
43203,熊本県 人吉市,3447968,15086,3432882
43204,熊本県 荒尾市,435104,30040,405064
43205,熊本県 水俣市,154963,12192,142771
43206,熊本県 玉名市,877394,34733,842661
43208,熊本県 山鹿市,194302,20187,174115
43210,熊本県 菊池市,122764,16125,106639
43211,熊本県 宇土市,1166344,17414,1148930
43212,熊本県 上天草市,759333,5810,753523
43213,熊本県 宇城市,587937,23148,564789
43214,熊本県 阿蘇市,186023,9775,176248
43215,熊本県 天草市,1612307,28872,1583435
43216,熊本県 合志市,129470,71230,58240
43348,熊本県 下益城郡 美里町,26099,1324,24775
43364,熊本県 玉名郡 玉東町,1114153,2226,1111927
43367,熊本県 玉名郡 南関町,145518,2073,143445
43368,熊本県 玉名郡 長洲町,812646,6270,806376
43369,熊本県 玉名郡 和水町,555355,3070,552285
43403,熊本県 菊池郡 大津町,624458,26050,598408
43404,熊本県 菊池郡 菊陽町,20551,73971,-53420
43423,熊本県 阿蘇郡 南小国町,990564,749,989815
43424,熊本県 阿蘇郡 小国町,220751,1814,218937
43425,熊本県 阿蘇郡 産山村,17079,325,16754
43428,熊本県 阿蘇郡 高森町,856564,1883,854681
43432,熊本県 阿蘇郡 西原村,426304,3974,422330
43433,熊本県 阿蘇郡 南阿蘇村,212626,3892,208734
43441,熊本県 上益城郡 御船町,2480269,5979,2474290
43442,熊本県 上益城郡 嘉島町,374712,6957,367755
43443,熊本県 上益城郡 益城町,1455847,18175,1437672
43444,熊本県 上益城郡 甲佐町,94131,2298,91833
43447,熊本県 上益城郡 山都町,110686,2126,108560
43468,熊本県 八代郡 氷川町,122005,2571,119434
43482,熊本県 葦北郡 芦北町,325372,4484,320888
43484,熊本県 葦北郡 津奈木町,22084,1015,21069
43501,熊本県 球磨郡 錦町,330952,3517,327435
43505,熊本県 球磨郡 多良木町,97898,4131,93767
43506,熊本県 球磨郡 湯前町,39198,815,38383
43507,熊本県 球磨郡 水上村,47153,252,46901
43510,熊本県 球磨郡 相良村,77199,1001,76198
43511,熊本県 球磨郡 五木村,29859,144,29715
43512,熊本県 球磨郡 山江村,81024,375,80649
43513,熊本県 球磨郡 球磨村,542248,130,542118
43514,熊本県 球磨郡 あさぎり町,237292,4122,233170
43531,熊本県 天草郡 苓北町,15511,1133,14378
44201,大分県 大分市,402773,644958,-242185
44202,大分県 別府市,357168,114497,242671
44203,大分県 中津市,147720,67528,80192
44204,大分県 日田市,561765,27750,534015
44205,大分県 佐伯市,609095,35296,573799
44206,大分県 臼杵市,719056,12567,706489
44207,大分県 津久見市,217653,6731,210922
44208,大分県 竹田市,506730,4367,502363
44209,大分県 豊後高田市,477038,11101,465937
44210,大分県 杵築市,686923,10493,676430
44211,大分県 宇佐市,267505,29868,237637
44212,大分県 豊後大野市,274664,12654,262010
44213,大分県 由布市,112909,22120,90789
44214,大分県 国東市,2530261,10506,2519755
44322,大分県 東国東郡 姫島村,4310,700,3610
44341,大分県 速見郡 日出町,743185,22085,721100
44461,大分県 玖珠郡 九重町,91540,3092,88448
44462,大分県 玖珠郡 玖珠町,54090,5360,48730
45201,宮崎県 宮崎市,504934,501453,3481
45202,宮崎県 都城市,13525480,138434,13387046
45203,宮崎県 延岡市,590409,81793,508616
45204,宮崎県 日南市,1876876,21578,1855298
45205,宮崎県 小林市,681363,24490,656873
45206,宮崎県 日向市,605454,40331,565123
45207,宮崎県 串間市,246193,7178,239015
45208,宮崎県 西都市,2240577,9250,2231327
45209,宮崎県 えびの市,613141,5052,608089
45341,宮崎県 北諸県郡 三股町,83940,19908,64032
45361,宮崎県 西諸県郡 高原町,280037,3207,276830
45382,宮崎県 東諸県郡 国富町,279332,4410,274922
45383,宮崎県 東諸県郡 綾町,484595,1853,482742
45401,宮崎県 児湯郡 高鍋町,1203567,10997,1192570
45402,宮崎県 児湯郡 新富町,1452241,7796,1444445
45403,宮崎県 児湯郡 西米良村,10494,33,10461
45404,宮崎県 児湯郡 木城町,1084402,1143,1083259
45405,宮崎県 児湯郡 川南町,1228669,5747,1222922
45406,宮崎県 児湯郡 都農町,8268490,2712,8265778
45421,宮崎県 東臼杵郡 門川町,196067,5648,190419
45429,宮崎県 東臼杵郡 諸塚村,13329,557,12772
45430,宮崎県 東臼杵郡 椎葉村,235278,473,234805
45431,宮崎県 東臼杵郡 美郷町,478117,1137,476980
45441,宮崎県 西臼杵郡 高千穂町,124626,5875,118751
45442,宮崎県 西臼杵郡 日之影町,90489,716,89773
45443,宮崎県 西臼杵郡 五ヶ瀬町,17270,684,16586
46201,鹿児島県 鹿児島市,556569,860556,-303987
46203,鹿児島県 鹿屋市,2598842,77111,2521731
46204,鹿児島県 枕崎市,3329062,8480,3320582
46206,鹿児島県 阿久根市,205624,4085,201539
46208,鹿児島県 出水市,324922,21651,303271
46210,鹿児島県 指宿市,1481576,16606,1464970
46213,鹿児島県 西之表市,183768,7413,176355
46214,鹿児島県 垂水市,1217654,3994,1213660
46215,鹿児島県 薩摩川内市,480468,53084,427384
46216,鹿児島県 日置市,1367531,24668,1342863
46217,鹿児島県 曽於市,2049848,16191,2033657
46218,鹿児島県 霧島市,1084436,81259,1003177
46219,鹿児島県 いちき串木野市,2006752,10686,1996066
46220,鹿児島県 南さつま市,4300976,14434,4286542
46221,鹿児島県 志布志市,5113194,19383,5093811
46222,鹿児島県 奄美市,278670,26583,252087
46223,鹿児島県 南九州市,3039099,11061,3028038
46224,鹿児島県 伊佐市,382987,7741,375246
46225,鹿児島県 姶良市,365718,48227,317491
46303,鹿児島県 鹿児島郡 三島村,17719,181,17538
46304,鹿児島県 鹿児島郡 十島村,17403,130,17273
46392,鹿児島県 薩摩郡 さつま町,205713,7313,198400
46404,鹿児島県 出水郡 長島町,412740,3544,409196
46452,鹿児島県 姶良郡 湧水町,432505,2805,429700
46468,鹿児島県 曽於郡 大崎町,4981015,5673,4975342
46482,鹿児島県 肝属郡 東串良町,895106,1637,893469
46490,鹿児島県 肝属郡 錦江町,220814,991,219823
46491,鹿児島県 肝属郡 南大隅町,101105,911,100194
46492,鹿児島県 肝属郡 肝付町,341417,4483,336934
46501,鹿児島県 熊毛郡 中種子町,97998,1769,96229
46502,鹿児島県 熊毛郡 南種子町,97743,2609,95134
46505,鹿児島県 熊毛郡 屋久島町,341730,4768,336962
46523,鹿児島県 大島郡 大和村,15739,146,15593
46524,鹿児島県 大島郡 宇検村,6514,98,6416
46525,鹿児島県 大島郡 瀬戸内町,76608,2799,73809
46527,鹿児島県 大島郡 龍郷町,56980,1958,55022
46529,鹿児島県 大島郡 喜界町,108212,1649,106563
46530,鹿児島県 大島郡 徳之島町,526349,5699,520650
46531,鹿児島県 大島郡 天城町,74353,701,73652
46532,鹿児島県 大島郡 伊仙町,112716,645,112071
46533,鹿児島県 大島郡 和泊町,90884,1770,89114
46534,鹿児島県 大島郡 知名町,80140,2194,77946
46535,鹿児島県 大島郡 与論町,83914,1386,82528
47201,沖縄県 那覇市,301481,436220,-134739
47205,沖縄県 宜野湾市,59328,85053,-25725
47207,沖縄県 石垣市,402192,35886,366306
47208,沖縄県 浦添市,289407,113166,176241
47209,沖縄県 名護市,142131,34173,107958
47210,沖縄県 糸満市,322370,35415,286955
47211,沖縄県 沖縄市,74328,80751,-6423
47212,沖縄県 豊見城市,633943,67090,566853
47213,沖縄県 うるま市,171558,54812,116746
47214,沖縄県 宮古島市,532420,30620,501800
47215,沖縄県 南城市,97086,20283,76803
47301,沖縄県 国頭郡 国頭村,128728,700,128028
47302,沖縄県 国頭郡 大宜味村,249245,253,248992
47303,沖縄県 国頭郡 東村,151885,279,151606
47306,沖縄県 国頭郡 今帰仁村,291468,1673,289795
47308,沖縄県 国頭郡 本部町,169768,2648,167120
47311,沖縄県 国頭郡 恩納村,470387,7104,463283
47313,沖縄県 国頭郡 宜野座村,162590,1607,160983
47314,沖縄県 国頭郡 金武町,97759,4283,93476
47315,沖縄県 国頭郡 伊江村,27896,981,26915
47324,沖縄県 中頭郡 読谷村,265633,20526,245107
47325,沖縄県 中頭郡 嘉手納町,174025,7127,166898
47326,沖縄県 中頭郡 北谷町,26611,31754,-5143
47327,沖縄県 中頭郡 北中城村,217012,17943,199069
47328,沖縄県 中頭郡 中城村,177789,23264,154525
47329,沖縄県 中頭郡 西原町,10990,24796,-13806
47348,沖縄県 島尻郡 与那原町,10311,13125,-2814
47350,沖縄県 島尻郡 南風原町,191238,28323,162915
47353,沖縄県 島尻郡 渡嘉敷村,5791,494,5297
47354,沖縄県 島尻郡 座間味村,3471,289,3182
47355,沖縄県 島尻郡 粟国村,214,0,214
47356,沖縄県 島尻郡 渡名喜村,1430,65,1365
47357,沖縄県 島尻郡 南大東村,2137,824,1313
47358,沖縄県 島尻郡 北大東村,576,245,331
47359,沖縄県 島尻郡 伊平屋村,26224,289,25935
47360,沖縄県 島尻郡 伊是名村,23508,167,23341
47361,沖縄県 島尻郡 久米島町,141088,2750,138338
47362,沖縄県 島尻郡 八重瀬町,378821,15788,363033
47375,沖縄県 宮古郡 多良間村,32881,256,32625
47381,沖縄県 八重山郡 竹富町,250137,1847,248290
47382,沖縄県 八重山郡 与那国町,17294,2399,14895